Q14,Q19,Q18,Q12,Q11,Q10,Q13,Q15,Q20,Q9,Age,Daily_Usage,Q17,Q16,Organization_University,Occupation_Salaried Worker,"Organization_School, N/A",Gender_Male,Organization_Company,Occupation_University Student,Relationship_Status_Married,Organization_School,Relationship_Status_In a relationship,"Organization_Company, Private",Gender_Female,Organization_Goverment,Relationship_Status_Single,Occupation_School Student,Organization_Private,"Organization_School, University, Private","Organization_University, Company, Private","Organization_University, N/A","Organization_University, Goverment, Private",TARGET
0.5,0.5,0.5,0.5,0.75,0.5,0.25,1.0,0.0,1.0,0.10256410256410256,0.6000000000000001,0.75,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.5,0.75,0.5,1.0,0.75,1.0,0.75,0.25,0.75,1.0,0.11538461538461539,1.0,0.5,0.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.10256410256410256,0.6000000000000001,0.5,0.75,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
0.5,0.5,0.5,0.75,0.25,1.0,1.0,1.0,0.75,1.0,0.12820512820512822,0.8,0.25,0.5,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5,0.75,0.0,0.5,0.5,1.0,0.25,0.75,0.0,1.0,0.11538461538461539,1.0,0.75,1.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,2
0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.75,0.4487179487179488,0.2,0.5,0.5,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47435897435897434,0.2,0.0,0.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.5,0.0,0.25,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0.1794871794871795,0.8,0.75,0.25,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,2
0.75,0.0,1.0,0.5,0.0,0.0,0.25,0.0,1.0,0.5,0.15384615384615383,0.2,0.0,0.5,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11538461538461539,1.0,1.0,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.75,0.08974358974358973,0.6000000000000001,0.75,0.5,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5,0.75,1.0,0.5,0.0,0.25,1.0,1.0,1.0,0.25,0.08974358974358973,0.2,0.25,0.0,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,0.0,1.0,0.10256410256410256,1.0,0.0,0.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,2
0.0,0.0,0.25,0.5,0.25,0.75,0.25,0.5,0.75,0.25,0.10256410256410256,0.4,0.5,1.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.16666666666666666,0.4,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
0.5,0.5,0.5,0.25,0.0,0.75,0.75,0.0,1.0,1.0,0.0641025641025641,1.0,0.5,0.5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2
0.5,0.25,0.75,0.25,0.0,0.25,0.75,0.5,0.5,0.5,0.15384615384615383,0.6000000000000001,0.25,0.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,2
0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.10256410256410256,0.2,0.75,0.5,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.08974358974358973,1.0,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
1.0,0.25,0.25,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.12820512820512822,0.4,0.25,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.4358974358974359,0.0,0.25,0.5,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2
0.5,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.5,0.75,0.16666666666666666,1.0,0.5,0.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0
0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.11538461538461539,0.4,0.25,0.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.5,0.25,0.25,0.5,0.0,0.75,0.5,0.25,0.75,0.75,0.20512820512820515,0.2,0.0,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,2
1.0,0.5,0.75,0.75,0.5,0.5,0.5,0.0,1.0,1.0,0.12820512820512822,0.6000000000000001,0.5,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.75,0.25,0.25,0.75,0.0,0.25,0.75,0.25,0.25,0.25,0.10256410256410256,0.6000000000000001,0.0,0.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1.0,1.0,1.0,1.0,0.75,1.0,0.5,0.5,0.75,0.75,0.10256410256410256,1.0,0.25,0.5,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.25,0.0,0.25,0.25,0.25,0.25,0.75,0.25,1.0,1.0,0.14102564102564105,1.0,0.5,0.5,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.75,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.0641025641025641,0.6000000000000001,0.5,0.5,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0
0.0,0.25,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.75,0.4358974358974359,0.2,0.5,0.25,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
0.25,0.5,0.5,0.25,0.75,0.25,0.75,1.0,0.0,0.5,0.12820512820512822,1.0,0.0,0.25,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.5,0.5,0.75,1.0,0.0,0.75,1.0,1.0,1.0,0.75,0.15384615384615383,0.4,0.25,0.25,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
0.75,1.0,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.08974358974358973,0.4,0.75,1.0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.75,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.12820512820512822,1.0,0.75,0.5,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,2
0.75,0.75,1.0,0.5,0.5,1.0,1.0,0.0,0.75,1.0,0.0641025641025641,1.0,0.0,0.5,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,0
1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.08974358974358973,0.4,0.75,0.25,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.0,0.0,0.0,0.5,0.0,0.5,0.25,0.25,0.0,0.5,0.2564102564102564,0.6000000000000001,0.0,0.25,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,1
0.25,0.75,1.0,0.75,0.5,1.0,0.5,0.25,0.25,0.75,0.14102564102564105,0.4,0.75,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.75,0.0,0.25,1.0,0.25,1.0,0.5,0.5,0.5,0.75,0.038461538461538464,0.8,0.75,0.0,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,2
0.25,0.75,0.75,0.5,0.75,0.75,1.0,1.0,1.0,1.0,0.3076923076923077,0.2,0.25,0.25,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.2,0.25,0.25,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
0.75,0.75,1.0,0.75,0.25,1.0,0.75,0.5,0.25,0.75,0.11538461538461539,0.4,0.75,0.5,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.39743589743589747,0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.25,0.25,0.75,0.25,0.0,0.0,0.75,0.0,1.0,1.0,0.4487179487179488,0.0,0.5,0.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
0.0,0.0,0.25,0.5,0.0,0.25,0.25,0.0,0.25,1.0,0.3205128205128205,0.2,0.0,0.5,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
0.0,0.25,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.5384615384615384,0.2,0.0,0.5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.0,0.14102564102564105,0.4,0.25,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.25,0.75,0.5,0.5,0.25,0.5,0.75,0.25,0.5,1.0,0.08974358974358973,0.8,0.5,0.75,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2
1.0,0.5,0.5,1.0,0.5,0.75,1.0,1.0,0.0,0.75,0.10256410256410256,0.6000000000000001,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.5,1.0,0.75,0.11538461538461539,0.4,0.0,0.5,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08974358974358973,1.0,1.0,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0.75,0.25,0.75,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.10256410256410256,1.0,0.5,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1.0,0.75,1.0,1.0,0.25,0.5,0.25,0.25,1.0,1.0,0.10256410256410256,0.4,0.25,0.5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.6025641025641025,0.4,0.5,0.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0.25,0.5,1.0,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.14102564102564105,0.2,0.75,0.5,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.25,0.25,0.25,0.25,0.0,0.25,0.75,0.25,1.0,0.5,0.07692307692307693,0.0,0.75,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2
0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.07692307692307693,0.8,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2
0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.4358974358974359,0.4,0.5,0.5,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2
0.5,0.25,0.75,0.5,0.25,0.0,1.0,0.25,0.75,0.25,0.0641025641025641,0.4,0.25,0.5,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,2
0.25,0.25,0.25,0.5,0.25,0.0,0.25,0.5,0.5,0.5,0.4358974358974359,0.4,0.25,0.5,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2
0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.0,0.5,0.11538461538461539,0.8,0.25,0.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.07692307692307693,0.8,0.5,0.5,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,2
0.5,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.5,1.0,0.10256410256410256,0.8,0.25,0.25,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.75,0.46153846153846156,0.8,0.25,0.75,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.4487179487179488,0.6000000000000001,0.5,0.5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
0.5,0.25,0.75,0.25,0.0,0.5,0.75,0.75,0.0,0.75,0.15384615384615383,1.0,0.25,0.25,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.10256410256410256,0.6000000000000001,0.75,0.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28205128205128205,0.6000000000000001,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
0.25,0.5,0.25,0.75,0.25,0.75,0.5,0.0,0.0,0.5,0.01282051282051283,0.4,0.0,0.5,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,2
0.75,0.25,0.75,0.25,0.0,0.25,1.0,0.5,1.0,0.5,0.10256410256410256,0.6000000000000001,0.0,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2
0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.25,0.25,0.5,0.16666666666666666,0.8,0.75,0.5,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
0.75,0.75,0.5,0.75,0.5,0.75,0.25,0.75,0.5,0.75,0.11538461538461539,1.0,0.75,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.9029132901220702,0.8470867098779298,0.6941734197558596,0.6941734197558596,0.5,0.5558265802441404,1.0,0.75,0.30582658024414044,0.5970867098779298,0.10256410256410256,0.8776693679023438,0.8470867098779298,0.6529132901220702,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.2517665763049294,0.2535331526098587,0.5,0.7517665763049294,0.75,1.0,0.9982334236950706,0.4982334236950706,0.5017665763049294,0.7517665763049294,0.11538461538461539,1.0,0.5,0.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
1.0,0.7557656062603539,0.5115312125207079,1.0,0.4884687874792921,0.9942343937396461,0.9942343937396461,0.25576560626035394,1.0,0.7442343937396461,0.09092627820725208,0.9953875149917168,0.017296818781061818,0.5,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.8811936650645973,0.75,0.6311936650645973,1.0,0.8811936650645973,1.0,1.0,0.7623873301291946,0.11880633493540271,0.8811936650645973,0.10865673512489245,0.6950450679483222,0.6311936650645973,0.3688063349354027,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0.9000347570711862,0.75,0.5,0.75,0.34996524292881387,0.75,0.75,0.6500347570711862,1.0,0.8499652429288138,0.15127848645423733,0.8799721943430512,0.40003475707118613,0.34996524292881387,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.7616664158034039,0.2733328316068077,0.9766671683931922,0.2616664158034039,0.2616664158034039,0.75,1.0,0.9883335841965961,0.2616664158034039,0.5,0.12700857273811245,0.6093331326427232,0.9883335841965961,0.9883335841965961,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.75,0.5065611202896352,1.0,0.9868777594207296,0.7434388797103648,1.0,1.0,0.7303166391310943,0.9934388797103648,0.7565611202896352,0.0641025641025641,0.6104977924634164,0.4868777594207296,0.5,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,0
0.558192835107576,0.11638567021515211,0.8254214946772718,0.558192835107576,1.0,0.75,0.8254214946772718,0.5,0.75,0.558192835107576,0.12522088025089356,0.4465542680860609,0.558192835107576,0.5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0
0.7726516086332051,0.9773483913667949,0.0453032172664104,0.9773483913667949,0.25,0.75,0.75,0.5226516086332051,0.7726516086332051,0.75,0.10604896543074951,0.9818787130934359,0.2726516086332052,0.4773483913667948,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5,0.8091930046665436,1.0,0.5,0.3454034976667282,0.3454034976667282,1.0,0.7137895069998155,0.75,0.6908069953334564,0.1312406669059766,0.8763227981333825,0.5954034976667282,0.3454034976667282,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.8456154978167907,1.0,1.0,1.0,0.44123099563358137,0.8456154978167907,0.8087690043664186,0.6543845021832093,0.9043845021832093,0.9043845021832093,0.10256410256410256,0.7529847965068651,0.4043845021832093,0.5,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
0.754192278548303,0.754192278548303,0.754192278548303,0.754192278548303,0.4916154429033941,0.75,0.75,0.5,0.754192278548303,0.745807721451697,0.14102564102564105,0.8,0.504192278548303,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.8833092766880051,0.8833092766880051,0.6333092766880051,0.8833092766880051,0.5,0.8833092766880051,0.75,0.366690723311995,0.600072169935985,1.0,0.13248480084922948,1.0,0.25,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.7850148983159199,0.7850148983159199,0.5350148983159199,0.7850148983159199,1.0,1.0,0.7850148983159199,0.25,0.0,0.9649851016840801,0.11179334376246976,0.9719880813472641,0.21498510168408014,0.46498510168408014,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.8299231153530551,0.75,0.6700768846469449,0.5799231153530551,0.5,0.8299231153530551,0.8299231153530551,0.8299231153530551,0.8299231153530551,0.5799231153530551,0.15437080276619666,0.7278769845648883,0.5,0.34015376929388985,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
1.0,0.8626248129923857,0.8626248129923857,0.75,0.75,0.8626248129923857,0.8626248129923857,0.5247503740152285,0.8873751870076143,0.75,0.10833973399960953,0.5099001496060914,0.8626248129923857,0.11262481299238575,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5033162402899667,0.9966837597100333,0.75,0.5033162402899667,0.5,0.9966837597100333,0.9966837597100333,0.5,0.75,0.9966837597100333,0.12837519180974188,0.9973470077680266,0.5,0.7466837597100333,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.7644495610787868,0.75,0.5144495610787868,0.9855504389212132,0.75,0.75,0.9855504389212132,0.75,0.5288991221575736,0.75,0.10256410256410256,0.4115596488630295,0.5144495610787868,0.2355504389212132,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.32753383661584556,0.7816441089227697,0.5775338366158456,0.8908220544613848,0.8591779455386152,0.8908220544613848,0.7183558910772303,0.39082205446138485,0.5316441089227697,0.7816441089227697,0.21884094821294686,0.9126576435691078,0.6091779455386152,0.6091779455386152,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0
0.903645874365021,0.903645874365021,0.903645874365021,0.75,0.653645874365021,0.75,0.75,0.807291748730042,0.596354125634979,0.75,0.12526708980871581,0.9229166994920168,0.653645874365021,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,0
0.7420168738898929,0.7539915630550535,1.0,0.7460084369449465,0.9960084369449465,0.7460084369449465,0.9920168738898929,1.0,1.0,0.5039915630550535,0.10256410256410256,0.9968067495559572,0.5,0.9880253108348394,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.8077234564055372,0.8077234564055372,0.5,0.8845530871889256,0.75,0.6922765435944628,1.0,0.6922765435944628,0.6154469128110744,0.75,0.10552427981566857,0.3538212348755702,0.5577234564055372,0.3077234564055372,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0.8102563665065029,0.8102563665065029,0.75,1.0,0.75,1.0,1.0,0.4397436334934971,0.25,0.75,0.13392503584815477,0.4482050932052024,0.06025636650650293,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.9208158797063646,0.9208158797063646,0.6708158797063646,0.9208158797063646,0.8291841202936354,1.0,0.9208158797063646,0.25,0.17081587970636455,0.8291841202936354,0.16794334760195834,0.7266945924698167,0.25,0.5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
1.0,0.9024991644456553,0.8049983288913105,1.0,0.09750083555434477,0.75,0.75,0.5,0.9024991644456553,0.5975008355543447,0.13102555532775953,0.7219993315565243,0.5549983288913105,0.40249916444565526,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,0
0.75,0.5417012720659589,0.5,0.75,0.5,0.75,0.9582987279340411,0.7082987279340411,1.0,0.7917012720659589,0.13462070852296804,1.0,0.25,0.5,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1.0,1.0,1.0,0.9133176732461139,0.08668232675388604,0.75,0.75,0.5,0.956658836623057,0.543341163376943,0.1388030172627209,0.8,0.75,0.45665883662305695,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
0.0,0.48411041242849406,0.7023312372854823,0.26588958757150594,0.0,0.2817791751430118,0.03177917514301182,0.2341104124284941,0.25,0.75,0.09137329103297495,0.9745766598855905,0.0,0.2341104124284941,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1
0.07774558042891555,0.07774558042891555,0.07774558042891555,0.25,0.0,0.0,0.07774558042891555,0.0,0.0,0.07774558042891555,0.4213576144909484,0.062196464343132446,0.0,0.23323674128674665,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.5061125084799397,0.16259166101337352,0.0,0.16870416949331324,0.0,0.16870416949331324,0.5061125084799397,0.0,0.5061125084799397,0.5,0.31988589656616,0.4,0.0,0.16259166101337352,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.06759845541548398,0.18240154458451602,0.13519691083096796,0.0,0.2027953662464519,0.13519691083096796,0.18240154458451602,0.25,0.2027953662464519,0.11538461538461539,0.8918424713352257,0.0,0.18240154458451602,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.18122126432239344,0.15938936783880328,0.15938936783880328,0.31877873567760656,0.15938936783880328,0.15938936783880328,0.31877873567760656,0.0,0.5,0.3390996168535788,0.14497701145791475,0.0,0.18122126432239344,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.028196814355918365,0.5,0.0,0.0,0.028196814355918365,0.7218031856440816,0.0,0.44360637128816327,0.30639362871183673,0.13957965054585036,0.6225574514847347,0.0,0.5,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1
0.11805373129048732,0.25,0.23610746258097465,0.5,0.11805373129048732,0.13194626870951268,0.25,0.0,0.11805373129048732,0.26389253741902535,0.5081913509511571,0.2,0.23610746258097465,0.26389253741902535,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.05979712296915085,0.08969568445372628,0.25,0.22010143851542457,0.25,0.22010143851542457,0.029898561484575426,0.25,0.30979712296915085,0.05588182997198597,0.1195942459383017,0.0,0.25,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
0.0,0.32168880319425125,0.2150664095827537,0.42831119680574875,0.0,0.6066223936114975,0.3566223936114975,0.07168880319425125,0.25,0.75,0.10803191762110244,0.7147020851108021,0.0,0.07168880319425125,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1
0.05980373784577564,0.11960747569155128,0.19019626215422436,0.05980373784577564,0.0,0.0,0.05980373784577564,0.19019626215422436,0.4294112135373269,0.0,0.10925089868248455,0.8086280388935181,0.0,0.30980373784577564,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,1
0.0,0.3903192993923741,0.6403192993923741,0.14031929939237406,0.0,0.25,0.21936140121525188,0.14031929939237406,0.14031929939237406,0.75,0.1066175436832245,0.9122554395138993,0.0,0.3596807006076259,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,1
0.1145164100227195,0.44274179498864025,0.19274179498864025,0.19274179498864025,0.0,0.05725820501135975,0.19274179498864025,0.0,0.44274179498864025,0.6927417949886403,0.25376333999184425,0.24580656400908782,0.25,0.3854835899772805,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
0.0,0.25310220181780463,0.0,0.12655110090890231,0.0,0.0,0.12655110090890231,0.0,0.25,0.37965330272670694,0.35658804988374004,0.2987591192728782,0.0,0.25310220181780463,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
0.0,0.11931679265450149,0.11931679265450149,0.13068320734549851,0.0,0.0,0.11931679265450149,0.0,0.11931679265450149,0.23863358530900297,0.4096735171953335,0.0,0.47726717061800594,0.23863358530900297,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.2862294908207252,0.6431147454103626,0.1431147454103626,0.0,0.1431147454103626,0.32065576376891225,0.1431147454103626,0.3568852545896374,0.5362294908207252,0.11166877017223331,0.8289835926565802,0.0,0.3568852545896374,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1
0.0,0.4872904366279524,0.2436452183139762,0.4872904366279524,0.0,0.0,0.2436452183139762,0.0,0.7372904366279525,0.2436452183139762,0.17644325387593404,0.010167650697638076,0.0,0.0,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1
0.2230271432516739,0.25,0.25,0.2230271432516739,0.0,0.0,0.25,0.0,0.026972856748326113,0.2769728567483261,0.46882608066701004,0.17842171460133913,0.10789142699330445,0.7230271432516739,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0.0,0.007857296421683563,0.0,0.015714592843367126,0.0,0.007857296421683563,0.007857296421683563,0.0,0.0,0.25785729642168354,0.38945064395180523,0.006285837137346851,0.4842854071566329,0.5,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
